komentar,label,komentar_cleaned_p1,tokenized_text_p2,text_slang_p2,text_slang_str_p2,text_stopword_p2,text_stemmed_p2
"Kocakk amat yaa, JD pelawak aja😂",0,kocakk amat yaa jd pelawak aja,"['kocakk', 'amat', 'yaa', 'jd', 'pelawak', 'aja']","['kocakk', 'amat', 'yaa', 'jadi', 'pelawak', 'aja']",kocakk amat yaa jadi pelawak aja,kocakk yaa pelawak aja,kocakk yaa lawak aja
🌴P U L A U W I N | MUDAH WIN,1,pulauwin mudah win,"['pulauwin', 'mudah', 'win']","['pulauwin', 'mudah', 'win']",pulauwin mudah win,pulauwin mudah win,pulauwin mudah win
"keberuntungan bikin sayang 𝐁𝐓𝐕❶❻❽ , hasilnya !",1,keberuntungan bikin sayang btv hasilnya,"['keberuntungan', 'bikin', 'sayang', 'btv', 'hasilnya']","['keberuntungan', 'bikin', 'sayang', 'btv', 'hasilnya']",keberuntungan bikin sayang btv hasilnya,keberuntungan bikin sayang btv hasilnya,untung bikin sayang btv hasil
"seminggu join alexis17 , gue udah beliin ortu tiket umroh !",1,seminggu join alexis17 gue udah beliin ortu tiket umroh,"['seminggu', 'join', 'alexis17', 'gue', 'udah', 'beliin', 'ortu', 'tiket', 'umroh']","['seminggu', 'join', 'alexis17', 'saya', 'sudah', 'beliin', 'ortu', 'tiket', 'umroh']",seminggu join alexis17 saya sudah beliin ortu tiket umroh,seminggu join alexis17 beliin ortu tiket umroh,minggu join alexis17 beliin ortu tiket umroh
Ya pasti mah lah bang wong harga ny juga mantap,0,ya pasti mah lah bang wong harga ny juga mantap,"['ya', 'pasti', 'mah', 'lah', 'bang', 'wong', 'harga', 'ny', 'juga', 'mantap']","['ya', 'pasti', 'mah', 'lah', 'bang', 'wong', 'harga', 'ny', 'juga', 'mantap']",ya pasti mah lah bang wong harga ny juga mantap,ya mah bang harga ny mantap,ya mah bang harga ny mantap
nonton lewat TV aja sambil ngmil,0,nonton lewat tv aja sambil ngmil,"['nonton', 'lewat', 'tv', 'aja', 'sambil', 'ngmil']","['nonton', 'lewat', 'tv', 'aja', 'sambil', 'ngmil']",nonton lewat tv aja sambil ngmil,nonton tv aja ngmil,nonton tv aja ngmil
bagi link baru metrowin88,1,bagi link baru metrowin88,"['bagi', 'link', 'baru', 'metrowin88']","['bagi', 'link', 'baru', 'metrowin88']",bagi link baru metrowin88,link metrowin88,link metrowin88
Anjirrrr awal yg membagongkan bahas parlay hahaa,1,anjirrrr awal yg membagongkan bahas parlay hahaa,"['anjirrrr', 'awal', 'yg', 'membagongkan', 'bahas', 'parlay', 'hahaa']","['anjirrrr', 'awal', 'yg', 'membagongkan', 'bahas', 'parlay', 'hahaa']",anjirrrr awal yg membagongkan bahas parlay hahaa,anjirrrr yg membagongkan bahas parlay hahaa,anjirrrr yg bagong bahas parlay hahaa
tampilan 𝑨𝑳𝑬𝑿𝑰𝑺17 sih ga lawan .,1,tampilan alexis17 sih ga lawan,"['tampilan', 'alexis17', 'sih', 'ga', 'lawan']","['tampilan', 'alexis17', 'sih', 'tidak', 'lawan']",tampilan alexis17 sih tidak lawan,tampilan alexis17 sih lawan,tampil alexis17 sih lawan
Full sponsor😂,0,full sponsor,"['full', 'sponsor']","['full', 'sponsor']",full sponsor,full sponsor,full sponsor
NOOO udahh rusak lagiii😢,0,nooo udahh rusak lagiii,"['nooo', 'udahh', 'rusak', 'lagiii']","['nooo', 'udahh', 'rusak', 'lagiii']",nooo udahh rusak lagiii,nooo udahh rusak lagiii,nooo udahh rusak lagiii
MATARAM YOGYAKARTA,0,mataram yogyakarta,"['mataram', 'yogyakarta']","['mataram', 'yogyakarta']",mataram yogyakarta,mataram yogyakarta,mataram yogyakarta
anget anget,0,anget anget,"['anget', 'anget']","['anget', 'anget']",anget anget,anget anget,anget anget
"Modal receh jadi makswin, GG sih ini",1,modal receh jadi makswin gg sih ini,"['modal', 'receh', 'jadi', 'makswin', 'gg', 'sih', 'ini']","['modal', 'receh', 'jadi', 'makswin', 'gg', 'sih', 'ini']",modal receh jadi makswin gg sih ini,modal receh makswin gg sih,modal receh makswin gg sih
GACOR KANGG WKWK,1,gacor kangg wkwk,"['gacor', 'kangg', 'wkwk']","['gacor', 'kangg', 'wkwk']",gacor kangg wkwk,gacor kangg wkwk,gacor kangg wkwk
Lebih memilih nonton ulang film dirty vote daripada nonton ini,0,lebih memilih nonton ulang film dirty vote daripada nonton ini,"['lebih', 'memilih', 'nonton', 'ulang', 'film', 'dirty', 'vote', 'daripada', 'nonton', 'ini']","['lebih', 'memilih', 'nonton', 'ulang', 'film', 'dirty', 'vote', 'daripada', 'nonton', 'ini']",lebih memilih nonton ulang film dirty vote daripada nonton ini,memilih nonton ulang film dirty vote nonton,pilih nonton ulang film dirty vote nonton
telat rek vidio ne,0,telat rek vidio ne,"['telat', 'rek', 'vidio', 'ne']","['telat', 'rek', 'vidio', 'ne']",telat rek vidio ne,telat rek vidio ne,telat rek vidio ne
Kesalahan dalam berfikir​ @izurzuhri ,0,kesalahan dalam berfikir izurzuhri,"['kesalahan', 'dalam', 'berfikir', 'izurzuhri']","['kesalahan', 'dalam', 'berfikir', 'izurzuhri']",kesalahan dalam berfikir izurzuhri,kesalahan berfikir izurzuhri,salah berfikir izurzuhri
"WKWKWK gila nih video! Kalau mau giliran dapat jackpot, langsung ke KYT4D! Bonus besar menanti! 🏆",1,wkwkwk gila nih video kalau mau giliran dapat jackpot langsung ke kyt4d bonus besar menanti,"['wkwkwk', 'gila', 'nih', 'video', 'kalau', 'mau', 'giliran', 'dapat', 'jackpot', 'langsung', 'ke', 'kyt4d', 'bonus', 'besar', 'menanti']","['wkwkwk', 'gila', 'nih', 'video', 'kalau', 'mau', 'giliran', 'dapat', 'jackpot', 'langsung', 'ke', 'kyt4d', 'bonus', 'besar', 'menanti']",wkwkwk gila nih video kalau mau giliran dapat jackpot langsung ke kyt4d bonus besar menanti,wkwkwk gila nih video giliran jackpot langsung kyt4d bonus,wkwkwk gila nih video gilir jackpot langsung kyt4d bonus
Minggir lu miskin! Ya ampun ngakak bgt,0,minggir lu miskin ya ampun ngakak bgt,"['minggir', 'lu', 'miskin', 'ya', 'ampun', 'ngakak', 'bgt']","['minggir', 'kamu', 'miskin', 'ya', 'ampun', 'ngakak', 'bgt']",minggir kamu miskin ya ampun ngakak bgt,minggir miskin ya ampun ngakak bgt,minggir miskin ya ampun ngakak bgt
@pipiet agustin jangan lupa ngerjain PRnya dulu dek. malah nanti lupa loh,0,pipiet agustin jangan lupa ngerjain prnya dulu dek malah nanti lupa loh,"['pipiet', 'agustin', 'jangan', 'lupa', 'ngerjain', 'prnya', 'dulu', 'dek', 'malah', 'nanti', 'lupa', 'loh']","['pipiet', 'agustin', 'jangan', 'lupa', 'ngerjain', 'prnya', 'dulu', 'dek', 'malah', 'nanti', 'lupa', 'loh']",pipiet agustin jangan lupa ngerjain prnya dulu dek malah nanti lupa loh,pipiet agustin lupa ngerjain prnya dek lupa loh,pipiet agustin lupa ngerjain prnya dek lupa loh
"p​r​oses p​r​aktis , csnya oke banget",1,pr oses pr aktis csnya oke banget,"['pr', 'oses', 'pr', 'aktis', 'csnya', 'oke', 'banget']","['pr', 'oses', 'pr', 'aktis', 'csnya', 'oke', 'banget']",pr oses pr aktis csnya oke banget,pr oses pr aktis csnya oke banget,pr oses pr aktis csnya oke banget
Videonya adem dan menenangkan! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1,videonya adem dan menenangkan berkah99,"['videonya', 'adem', 'dan', 'menenangkan', 'berkah99']","['videonya', 'adem', 'dan', 'menenangkan', 'berkah99']",videonya adem dan menenangkan berkah99,videonya adem menenangkan berkah99,video adem tenang berkah99
"Wede lancar banget, pelayanan top",1,wede lancar banget pelayanan top,"['wede', 'lancar', 'banget', 'pelayanan', 'top']","['wede', 'lancar', 'banget', 'pelayanan', 'top']",wede lancar banget pelayanan top,wede lancar banget pelayanan top,wede lancar banget layan top
lewat youtub malahlebihjelas,0,lewat youtub malahlebihjelas,"['lewat', 'youtub', 'malahlebihjelas']","['lewat', 'youtub', 'malahlebihjelas']",lewat youtub malahlebihjelas,youtub malahlebihjelas,youtub malahlebihjelas
Produk Cina 👍,0,produk cina,"['produk', 'cina']","['produk', 'cina']",produk cina,produk cina,produk cina
 @AnggoroDps_9  sudut pandang keluarga koruptor yg anda maksud,0,anggorodps 9 sudut pandang keluarga koruptor yg anda maksud,"['anggorodps', '9', 'sudut', 'pandang', 'keluarga', 'koruptor', 'yg', 'anda', 'maksud']","['anggorodps', '9', 'sudut', 'pandang', 'keluarga', 'koruptor', 'yg', 'anda', 'maksud']",anggorodps 9 sudut pandang keluarga koruptor yg anda maksud,anggorodps 9 sudut pandang keluarga koruptor yg maksud,anggorodps 9 sudut pandang keluarga koruptor yg maksud
"pulang kantor kena scroll sosmed , aja banget . alexis17 kena gak ya ?",1,pulang kantor kena scroll sosmed aja banget alexis17 kena gak ya,"['pulang', 'kantor', 'kena', 'scroll', 'sosmed', 'aja', 'banget', 'alexis17', 'kena', 'gak', 'ya']","['pulang', 'kantor', 'kena', 'scroll', 'sosmed', 'aja', 'banget', 'alexis17', 'kena', 'tidak', 'ya']",pulang kantor kena scroll sosmed aja banget alexis17 kena tidak ya,pulang kantor kena scroll sosmed aja banget alexis17 kena ya,pulang kantor kena scroll sosmed aja banget alexis17 kena ya
Hidup segan mati dsyukurin,0,hidup segan mati dsyukurin,"['hidup', 'segan', 'mati', 'dsyukurin']","['hidup', 'segan', 'mati', 'dsyukurin']",hidup segan mati dsyukurin,hidup segan mati dsyukurin,hidup segan mati dsyukurin
Yogya keren,0,yogya keren,"['yogya', 'keren']","['yogya', 'keren']",yogya keren,yogya keren,yogya keren
LESGOOOOOO 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1,lesgoooooo berkah99,"['lesgoooooo', 'berkah99']","['lesgoooooo', 'berkah99']",lesgoooooo berkah99,lesgoooooo berkah99,lesgoooooo berkah99
crosstrex donk,0,crosstrex donk,"['crosstrex', 'donk']","['crosstrex', 'donk']",crosstrex donk,crosstrex donk,crosstrex donk
btw selamat hari jadi Yogyakarta kuhh,0,btw selamat hari jadi yogyakarta kuhh,"['btw', 'selamat', 'hari', 'jadi', 'yogyakarta', 'kuhh']","['btw', 'selamat', 'hari', 'jadi', 'yogyakarta', 'kuhh']",btw selamat hari jadi yogyakarta kuhh,btw selamat yogyakarta kuhh,btw selamat yogyakarta kuhh
"wede aman , sketer banget",1,wede aman sketer banget,"['wede', 'aman', 'sketer', 'banget']","['wede', 'aman', 'sketer', 'banget']",wede aman sketer banget,wede aman sketer banget,wede aman sketer banget
Bang next coba garap mobil mesin rotary,0,bang next coba garap mobil mesin rotary,"['bang', 'next', 'coba', 'garap', 'mobil', 'mesin', 'rotary']","['bang', 'next', 'coba', 'garap', 'mobil', 'mesin', 'rotary']",bang next coba garap mobil mesin rotary,bang next coba garap mobil mesin rotary,bang next coba garap mobil mesin rotary
min mana admin blokir akun slot,0,min mana admin blokir akun slot,"['min', 'mana', 'admin', 'blokir', 'akun', 'slot']","['min', 'mana', 'admin', 'blokir', 'akun', 'slot']",min mana admin blokir akun slot,min admin blokir akun slot,min admin blokir akun slot
"lo diem aja dapet cuan , tempatnya pu lau tujuh tujuh tujuh .",1,lo diem aja dapet cuan tempatnya pu lau tujuh tujuh tujuh,"['lo', 'diem', 'aja', 'dapet', 'cuan', 'tempatnya', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']","['kamu', 'diem', 'aja', 'dapet', 'cuan', 'tempatnya', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']",kamu diem aja dapet cuan tempatnya pu lau tujuh tujuh tujuh,diem aja dapet cuan tempatnya pu lau tujuh tujuh tujuh,diem aja dapet cuan tempat pu lau tujuh tujuh tujuh
maen gacor abis,1,maen gacor abis,"['maen', 'gacor', 'abis']","['maen', 'gacor', 'abis']",maen gacor abis,maen gacor abis,maen gacor abis
Kece badai king dipo2gd🔥🔥,0,kece badai king dipo2gd,"['kece', 'badai', 'king', 'dipo2gd']","['kece', 'badai', 'king', 'dipo2gd']",kece badai king dipo2gd,kece badai king dipo2gd,kece badai king dipo2gd
reog wes tampil rung,0,reog wes tampil rung,"['reog', 'wes', 'tampil', 'rung']","['reog', 'wes', 'tampil', 'rung']",reog wes tampil rung,reog wes tampil rung,reog wes tampil rung
Saya tidak pernah kecewa dengan apa yang diberikan oleh PulΛᴜ𝟽𝟽𝟽.,1,saya tidak pernah kecewa dengan apa yang diberikan oleh pullu777,"['saya', 'tidak', 'pernah', 'kecewa', 'dengan', 'apa', 'yang', 'diberikan', 'oleh', 'pullu777']","['saya', 'tidak', 'pernah', 'kecewa', 'dengan', 'apa', 'yang', 'diberikan', 'oleh', 'pullu777']",saya tidak pernah kecewa dengan apa yang diberikan oleh pullu777,kecewa pullu777,kecewa pullu777
"gabung alexis 17 seminggu , udah ganti hape",1,gabung alexis 17 seminggu udah ganti hape,"['gabung', 'alexis', '17', 'seminggu', 'udah', 'ganti', 'hape']","['gabung', 'alexis', '17', 'seminggu', 'sudah', 'ganti', 'hape']",gabung alexis 17 seminggu sudah ganti hape,gabung alexis 17 seminggu ganti hape,gabung alexis 17 minggu ganti hape
"Penasaran sama cerita orang-orang yang menang besar di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, akhirnya coba dan langsung dapet rezeki besar!",1,penasaran sama cerita orang orang yang menang besar di mandalika77 akhirnya coba dan langsung dapet rezeki besar,"['penasaran', 'sama', 'cerita', 'orang', 'orang', 'yang', 'menang', 'besar', 'di', 'mandalika77', 'akhirnya', 'coba', 'dan', 'langsung', 'dapet', 'rezeki', 'besar']","['penasaran', 'sama', 'cerita', 'orang', 'orang', 'yang', 'menang', 'besar', 'di', 'mandalika77', 'akhirnya', 'coba', 'dan', 'langsung', 'dapet', 'rezeki', 'besar']",penasaran sama cerita orang orang yang menang besar di mandalika77 akhirnya coba dan langsung dapet rezeki besar,penasaran cerita orang orang menang mandalika77 coba langsung dapet rezeki,penasaran cerita orang orang menang mandalika77 coba langsung dapet rezeki
"sis , gimana pakainya si 𝘼𝙇𝙀𝙓𝙄𝙎17 ?",1,sis gimana pakainya si alexis17,"['sis', 'gimana', 'pakainya', 'si', 'alexis17']","['sis', 'gimana', 'pakainya', 'si', 'alexis17']",sis gimana pakainya si alexis17,sis gimana pakainya si alexis17,sis gimana pakai si alexis17
Wallpaper cafe kekinian pun ada elemen 𝓟͙U͙L͙A͙U͙W͙I͙N͙ yang estetik.,1,wallpaper cafe kekinian pun ada elemen pulauwin yang estetik,"['wallpaper', 'cafe', 'kekinian', 'pun', 'ada', 'elemen', 'pulauwin', 'yang', 'estetik']","['wallpaper', 'cafe', 'kekinian', 'pun', 'ada', 'elemen', 'pulauwin', 'yang', 'estetik']",wallpaper cafe kekinian pun ada elemen pulauwin yang estetik,wallpaper cafe kekinian elemen pulauwin estetik,wallpaper cafe kini elemen pulauwin estetik
Lah aq d xt square,0,lah aq d xt square,"['lah', 'aq', 'd', 'xt', 'square']","['lah', 'saya', 'd', 'xt', 'square']",lah saya d xt square,xt square,xt square
06:47 Terbaik hari ini! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1,o6 47 terbaik hari ini berkah99,"['o6', '47', 'terbaik', 'hari', 'ini', 'berkah99']","['o6', '47', 'terbaik', 'hari', 'ini', 'berkah99']",o6 47 terbaik hari ini berkah99,o6 47 terbaik berkah99,o6 47 baik berkah99
"semangat bosqu , terbaik 𝗦𝗚𝗜𝟴𝟴",1,semangat bosqu terbaik sgi88,"['semangat', 'bosqu', 'terbaik', 'sgi88']","['semangat', 'bosqu', 'terbaik', 'sgi88']",semangat bosqu terbaik sgi88,semangat bosqu terbaik sgi88,semangat bosqu baik sgi88
"Bang ,coba riview HP Blackview",0,bang coba riview hp blackview,"['bang', 'coba', 'riview', 'hp', 'blackview']","['bang', 'coba', 'riview', 'hp', 'blackview']",bang coba riview hp blackview,bang coba riview hp blackview,bang coba riview hp blackview
spam woii..judol,0,spam woii judol,"['spam', 'woii', 'judol']","['spam', 'woii', 'judol']",spam woii judol,spam woii judol,spam woii judol
"Gacur pol, tiap maen pasti jepe",1,gacur pol tiap maen pasti jepe,"['gacur', 'pol', 'tiap', 'maen', 'pasti', 'jepe']","['gacur', 'pol', 'tiap', 'maen', 'pasti', 'jepe']",gacur pol tiap maen pasti jepe,gacur pol maen jepe,gacur pol maen jepe
hbd Jogja istimewa 🤝♥️,0,hbd jogja istimewa hearts,"['hbd', 'jogja', 'istimewa', 'hearts']","['hbd', 'jogja', 'istimewa', 'hearts']",hbd jogja istimewa hearts,hbd jogja istimewa hearts,hbd jogja istimewa hearts
Tempo kok ngga diajak ya😢,0,tempo kok ngga diajak ya,"['tempo', 'kok', 'ngga', 'diajak', 'ya']","['tempo', 'kok', 'tidak', 'diajak', 'ya']",tempo kok tidak diajak ya,tempo diajak ya,tempo ajak ya
aku seng wong jogja mending ndelok seko omah soal e nek rono rame ne ra umum,0,aku seng wong jogja mending ndelok seko omah soal e nek rono rame ne ra umum,"['aku', 'seng', 'wong', 'jogja', 'mending', 'ndelok', 'seko', 'omah', 'soal', 'e', 'nek', 'rono', 'rame', 'ne', 'ra', 'umum']","['aku', 'seng', 'wong', 'jogja', 'mending', 'ndelok', 'seko', 'omah', 'soal', 'e', 'nek', 'rono', 'rame', 'ne', 'ra', 'umum']",aku seng wong jogja mending ndelok seko omah soal e nek rono rame ne ra umum,seng jogja mending ndelok seko omah e nek rono rame ne ra,seng jogja mending ndelok seko omah e nek rono rame ne ra
OMON2 ISI KOSONG,0,omon2 isi kosong,"['omon2', 'isi', 'kosong']","['omon2', 'isi', 'kosong']",omon2 isi kosong,omon2 isi kosong,omon2 isi kosong
"ok min , weton88",1,ok min weton88,"['ok', 'min', 'weton88']","['oke', 'min', 'weton88']",oke min weton88,oke min weton88,oke min weton88
🕗🕗🕗🕗🕗,0,,[],[],,,
keren maksimal ! menang 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 auto sultan dadakan,1,keren maksimal menang pluto 8 8 auto sultan dadakan,"['keren', 'maksimal', 'menang', 'pluto', '8', '8', 'auto', 'sultan', 'dadakan']","['keren', 'maksimal', 'menang', 'pluto', '8', '8', 'auto', 'sultan', 'dadakan']",keren maksimal menang pluto 8 8 auto sultan dadakan,keren maksimal menang pluto 8 8 auto sultan dadakan,keren maksimal menang pluto 8 8 auto sultan dada
FREEBET 100RB 🔥 WISDOMTOTO 🔥,1,freebet 1oorb wisdomtoto,"['freebet', '1oorb', 'wisdomtoto']","['freebet', '1oorb', 'wisdomtoto']",freebet 1oorb wisdomtoto,freebet 1oorb wisdomtoto,freebet 1oorb wisdomtoto
Gak perlu skill khusus buat sukses di ALEXIS⭐17⭐.,1,gak perlu skill khusus buat sukses di alexis17,"['gak', 'perlu', 'skill', 'khusus', 'buat', 'sukses', 'di', 'alexis17']","['tidak', 'perlu', 'skill', 'khusus', 'buat', 'sukses', 'di', 'alexis17']",tidak perlu skill khusus buat sukses di alexis17,skill khusus sukses alexis17,skill khusus sukses alexis17
𝘼𝙇𝙀𝙓𝙄𝙎17 sih ? heboh banget ? pokoknya ?,1,alexis17 sih heboh banget pokoknya,"['alexis17', 'sih', 'heboh', 'banget', 'pokoknya']","['alexis17', 'sih', 'heboh', 'banget', 'pokoknya']",alexis17 sih heboh banget pokoknya,alexis17 sih heboh banget pokoknya,alexis17 sih heboh banget pokok
orang bilang alexis17 tuh bener-bener ngebantu keuangan .,1,orang bilang alexis17 tuh bener bener ngebantu keuangan,"['orang', 'bilang', 'alexis17', 'tuh', 'bener', 'bener', 'ngebantu', 'keuangan']","['orang', 'bilang', 'alexis17', 'tuh', 'bener', 'bener', 'ngebantu', 'keuangan']",orang bilang alexis17 tuh bener bener ngebantu keuangan,orang bilang alexis17 tuh bener bener ngebantu keuangan,orang bilang alexis17 tuh bener bener ngebantu uang
"sumpah , serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ? serius !",1,sumpah serius nanya alexis17 beneran sebagus serius,"['sumpah', 'serius', 'nanya', 'alexis17', 'beneran', 'sebagus', 'serius']","['sumpah', 'serius', 'nanya', 'alexis17', 'beneran', 'sebagus', 'serius']",sumpah serius nanya alexis17 beneran sebagus serius,sumpah serius nanya alexis17 beneran sebagus serius,sumpah serius nanya alexis17 beneran bagus serius
"sketer sering keluar, jepek terus jadinya",1,sketer sering keluar jepek terus jadinya,"['sketer', 'sering', 'keluar', 'jepek', 'terus', 'jadinya']","['sketer', 'sering', 'keluar', 'jepek', 'terus', 'jadinya']",sketer sering keluar jepek terus jadinya,sketer jepek,sketer jepek
Beberapa pengguna melaporkan hasil positif dari penggunaan D𝑂𝑅𝐴𝟩𝟽.,1,beberapa pengguna melaporkan hasil positif dari penggunaan dora77,"['beberapa', 'pengguna', 'melaporkan', 'hasil', 'positif', 'dari', 'penggunaan', 'dora77']","['beberapa', 'pengguna', 'melaporkan', 'hasil', 'positif', 'dari', 'penggunaan', 'dora77']",beberapa pengguna melaporkan hasil positif dari penggunaan dora77,pengguna melaporkan hasil positif penggunaan dora77,guna lapor hasil positif guna dora77
@dwiagusadip280  gk ad bilang mas wahid,0,dwiagusadip28o gk ad bilang mas wahid,"['dwiagusadip28o', 'gk', 'ad', 'bilang', 'mas', 'wahid']","['dwiagusadip28o', 'tidak', 'ad', 'bilang', 'mas', 'wahid']",dwiagusadip28o tidak ad bilang mas wahid,dwiagusadip28o ad bilang mas wahid,dwiagusadip28o ad bilang mas wahid
"masyarakat kita harus diedukasi terus nih mengenai judi online, karena temen-temen gua udah pada ketagihan main disquad777",1,masyarakat kita harus diedukasi terus nih mengenai judi online karena temen temen gua udah pada ketagihan main disquad777,"['masyarakat', 'kita', 'harus', 'diedukasi', 'terus', 'nih', 'mengenai', 'judi', 'online', 'karena', 'temen', 'temen', 'gua', 'udah', 'pada', 'ketagihan', 'main', 'disquad777']","['masyarakat', 'kita', 'harus', 'diedukasi', 'terus', 'nih', 'mengenai', 'judi', 'online', 'karena', 'temen', 'temen', 'gua', 'sudah', 'pada', 'ketagihan', 'main', 'disquad777']",masyarakat kita harus diedukasi terus nih mengenai judi online karena temen temen gua sudah pada ketagihan main disquad777,masyarakat diedukasi nih judi online temen temen gua ketagihan main disquad777,masyarakat edukasi nih judi online temen temen gua tagih main disquad777
14:57 bang itu wilayah mu di kencingin bang,0,14 57 bang itu wilayah mu di kencingin bang,"['14', '57', 'bang', 'itu', 'wilayah', 'mu', 'di', 'kencingin', 'bang']","['14', '57', 'bang', 'itu', 'wilayah', 'mu', 'di', 'kencingin', 'bang']",14 57 bang itu wilayah mu di kencingin bang,14 57 bang wilayah mu kencingin bang,14 57 bang wilayah mu kencingin bang
